id,name,image,region,items,npcs,creatures,bosses,description,dlc
237,Isolated Merchant's Shack (Dragonbarrow),http://eldenring.wiki.fextralife.com/file/Elden-Ring/isolated_merchants_shack_dragonbarrow_locations_elden_ring_wiki_guide.jpg,Dragonbarrow,"['Arrow', 'Beast-Repellent Torch', 'Bolt', 'Dragonwound Grease', 'Gravel Stone', 'Land of Reeds Armor', 'Land of Reeds Gauntlets', 'Land of Reeds Greaves', 'Land of Reeds Helm', 'Sacrificial Twig', 'Serpent Arrow', 'Spiked Caestus', 'Ash of War: Sky Shot', ""Gravity Stone Peddler's Bell Bearing"", 'Lost Ashes of War', 'Note: Gateway', 'Note: Hidden Cave', 'Ritual Pot']",['Isolated Merchant Dragonbarrow'],,['Bell Bearing Hunter'],A lonesome hut found atop a plateau in western Dragonbarrow. Home to a hermit looking to part with various odds and ends... for a price.,0
238,Lenne's Rise,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lennes-rise-location-elden-ring-wiki-guide.jpg,Dragonbarrow,"['Glintstone Firefly', 'Faded Erdleaf Flower', 'Memory Stone']",,['School of Graven Mages'],,"An observation tower in the northeast of Dragonbarrow, off the path to the Bestial Sanctum.",0
239,Minor Erdtree (Dragonbarrow),http://eldenring.wiki.fextralife.com/file/Elden-Ring/minor_erdtree_(dragonbarrow).png,Dragonbarrow,"['Opaline Hardtear', 'Stonebarb Cracked Tear']",,,['Putrid Avatar'],"A Minor Erdtree in eastern Dragonbarrow, overlooking the eastern roads.",0
240,Sellia Evergaol,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sellia_evergaol2.png,Dragonbarrow,['Battlemage Hugues Ashes'],,,['Battlemage Hugues'],"Found on a cliff in the Dragonbarrow, this one holds an esteemed Battlemage, who developed a longing for conflict.",0
241,Sellia Hideaway,http://eldenring.wiki.fextralife.com/file/Elden-Ring/crystal_cave1024.jpg,Dragonbarrow,"['Budding Cave Moss', 'Crystal Cave Moss', 'Crystal Dart', 'Golden Rune (5)', 'Golden Rune (3)', 'Glowstone', 'Preserving Boluses', 'Stimulating Boluses', 'Somber Smithing Stone (4)', 'Stars of Ruin', 'Crystal Torrent', 'Crystal Spear', 'Crystalian Ashes', 'Lost Ashes of War']","['Master Lusat', 'Sellen']","['Glintstone Miner', 'Glintstone Sorcerer', 'Revenant']",['Putrid Crystalians'],"Sellia Hideaway is a small cave north-east from Sellia town, where Sorceress Sellen questline unfolds.",0
242,Castle Sol,http://eldenring.wiki.fextralife.com/file/Elden-Ring/sol-castle_elden_ring_wiki_guide_300px-min.jpeg,Mountaintops of the Giants,"['Freezing Grease', 'Golden Rune (9)', 'Golden Rune (10)', 'Nascent Butterfly', 'Thawfrost Boluses', 'Smithing Stone (5)', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Somber Smithing Stone (8)', 'Cerulean Amber Medallion +1', 'Eclipse Shotel', 'Fan Daggers', ""Veteran's Prosthesis"", 'Stormhawk Axe', 'Furlcalling Finger Remedy', 'Haligtree Secret Medallion (Left)', 'Sorcerer Painting', 'Stonesword Key']",['Eclipse Spirit'],"['Banished Knight', 'Exile Soldier', 'Lion Guardian', 'Lone Wolf', 'Slug', 'Warhawk']",['Commander Niall'],A castle found in the northeast of the Mountaintops of the Giants. Stronghold of Commander Niall and his spectral knights.,0
243,Church of Repose,http://eldenring.wiki.fextralife.com/file/Elden-Ring/church_of_ripose_locations_elden_ring_wiki_guide_300px.jpg,Mountaintops of the Giants,"['Ancient Dragon Smithing Stone', 'Sacred Tear']",,['Bloody Finger Okina'],,A small crumbled church high on the mountains.,0
244,First Church of Marika,http://eldenring.wiki.fextralife.com/file/Elden-Ring/first-church-of-marika-location-elden-ring-wiki-guide.jpg,Mountaintops of the Giants,"['Sacred Tear', 'Smithing Stone (7)', ""Somberstone Miner's Bell Bearing (3)""]",['Melina'],['Spirit Jellyfish'],['Borealis the Freezing Fog '],The desolated and destroyed remains of the First Church of Marika remain as testament to the desolation of region.,0
245,Flame Peak,http://eldenring.wiki.fextralife.com/file/Elden-Ring/flame_peak_locations_elden_ring_wiki_guide_300px.jpg,Mountaintops of the Giants,"['Golden Rune [10]', 'Golden Seed', 'Somber Smithing Stone [7]', 'Okina Mask', 'Rivers of Blood', 'Map (Mountaintops of The Giants, East)', 'Remembrance of the Fire Giant']",['NPCs'],"['Bloody Finger Okina', 'Troll', 'Giant Crow', 'Lesser Fingercreeper', 'Fingercreeper', 'Colossal Fingercreeper']",['Fire Giant'],"The uppermost region of the Mountaintops, littered to the brim with Giant corpses. The many Trolls here are often seen fighting off ravenous creatures.",0
246,Forbidden Lands,http://eldenring.wiki.fextralife.com/file/Elden-Ring/forbidden-lands-hub-location-preview-elden-ring-wiki-guide-300px.jpeg,Mountaintops of the Giants,"['Drawstring Fire Grease', 'Dragonwound Grease', 'Freezing Grease', 'Golden Rune (7)', ""Trina's Lily"", 'Nascent Butterfly', 'Somber Smithing Stone (7)', 'Golden Seed', ""Gargoyle's Black Axe"", ""Gargoyle's Black Axe"", ""Gargoyle's Black Blades"", 'Ash of War: Phantom Slash']",['Finger Reader Crone'],"['Vulgar Militiamen', 'Crimson Scarabs', 'Cerulean Scarabs']","['Black Blade Kindred', ""Night's Cavalry"", 'Stray Mimic Tear']","Forbidden Lands Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
247,Forge of the Giants,http://eldenring.wiki.fextralife.com/file/Elden-Ring/forge_of_the_giants_map_elden_ring_wiki_guide_300px.jpg,Mountaintops of the Giants,"['Smoldering Butterfly', 'Remembrance of the Fire Giant']",['Melina'],,['Fire Giant'],"The ever-burning Forge of the Fire Giants, said to hold the power to burn the Erdtree itself.",0
248,Grand Lift of Rold,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grand-lift-of-rold-location-elden-ring-wiki-guide.jpg,Mountaintops of the Giants,"['Rold Medallion', 'Haligtree Secret Medallion (Left)', 'Haligtree Secret Medallion (Right)']",['Finger Reader Crone'],,,The impressive Lift of Rold transports those who wield the right key. But could there be more than one destination?,0
249,Giant-Conquering Hero's Grave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/20220301180029_1.jpg,Mountaintops of the Giants,"['Grave Violet', 'Ghost Glovewort (9)', 'Grave Glovewort (7)', 'Grave Glovewort (8)', 'Great Grave Glovewort', 'Cranial Vessel Candlestand', 'Freezing Grease', 'Flame, Protect Me', ""Giant's Seal"", 'Zamor Curved Sword', 'Zamor Mask', 'Zamor Armor', 'Zamor Bracelets', 'Zamor Legwraps']",,"['Fire Monk', 'Imp', 'Lesser Burial Watchdog', 'Fire Prelate', 'Troll']",['Ancient Hero of Zamor'],A complex dungeon filled with invulnerable enemies and strange golden floor seals.,0
250,Giants' Mountaintop Catacombs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/giants'_mountaintop_catacombs_elden_ring_wiki_guide_300px.jpg,Mountaintops of the Giants,"['Stimulating Boluses', 'Nascent Butterfly', 'Root Resin', 'Golden Rune (10)', 'Golden Seed', 'Grave Glovewort (7)', 'Grave Glovewort (8)', 'Grave Glovewort (9)', 'Smithing Stone (7)', 'Deathroot', 'Fire Monk Ashes', ""Glovewort Picker's Bell Bearing (2)"", 'Ritual Pot']",,"['Fanged Imp', 'Giant Miranda Sprout', 'Miranda Sprout', 'Lesser Burial Watchdog', 'Land Squirt', 'Living Jar']",['Ulcerated Tree Spirit'],"A labyrinth of tunnels deep underground, teeming with enemies and creatures",0
251,Guardians' Garrison,http://eldenring.wiki.fextralife.com/file/Elden-Ring/guardians-garrison-walls_elden_ring_wiki_guide_300px-min.jpg,Mountaintops of the Giants,"['Fire Blossom', 'Smoldering Butterfly', 'Golden Rune (10)', 'Smithing Stone (7)', 'One-Eyed Shield', ""Giant's Prayerbook"", 'Stonesword Key']",,"['Fire Monk', 'Flame Guardian', 'Rat', 'Rotten Stray', 'Fire Prelate']",['Chief Guardian Arghanthy'],"Guardian's Garrison is staffed by the Flame Guardians, who zealously watch the road leading to the Giant's Forge",0
252,Heretical Rise,http://eldenring.wiki.fextralife.com/file/Elden-Ring/heretical_rise-location-elden-ring-wiki-guide-300px-min-min-min.jpeg,Mountaintops of the Giants,['Founding Rain of Stars'],,"['Avionette Soldier', 'Marionette Soldier']",,"A Rise located in the Mountaintops, containing a forbidden, primeval sorcery. Guarded closely by the puppet soldiers of the Academy",0
253,Lord Contender's Evergaol,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lord-contenders-evergaol-location-elden-ring-wiki-guide.jpg,Mountaintops of the Giants,"['Fingerprint Set', ""Vyke's Dragonbolt""]",,['Abnormal Stone Cluster'],['Roundtable Knight Vyke'],"A Tarnished that was the closest to becoming Elden Lord, locked away after being seduced by the flame of frenzy.",0
254,Minor Erdtree (Mountaintops East),http://eldenring.wiki.fextralife.com/file/Elden-Ring/minor-erdtree-mountaintops-east-location-elden-ring-wiki-guide-300px-min-min.jpeg,Mountaintops of the Giants,"['Fire Blossom', 'Cerulean Crystal Tear', 'Crimson Bubbletear']",,"['Giant Bat', 'Guardian']",['Erdtree Avatar'],Minor Erdtree of the Mountaintops,0
255,Shack of the Lofty,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shack_of_the_lofty_locations_elden_ring_wiki_guide.jpg,Mountaintops of the Giants,"['Traveling Maiden Boots', 'Traveling Maiden Gloves', 'Traveling Maiden Hood', 'Traveling Maiden Robe']",,"['Giant Bat', 'Misbegotten']",,"A lone shack found in the Mountaintops of the Giants. This shack was once visited by a traveling maiden, but she had long since perished under the elements.",0
256,Spiritcaller Cave,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spiritcallers_cave_locations_elden_ring_wiki_guide.jpg,Mountaintops of the Giants,"['Arteria Leaf', 'Budding Cave Moss', 'Cave Moss', 'Crystal Cave Moss', 'Freezing Grease', 'Golden Rune (6)', 'Golden Rune (10)', 'Golden Rune (12)', ""Hero's Rune (1)"", 'Invigorating White Cured Meat', 'Silver Firefly', 'Thin Beast Bones', 'Lump of Flesh', 'Rune Arc', 'Black Flame Ritual', 'White Reed Armor', 'White Reed Gauntlets', 'White Reed Greaves', 'Godskin Swaddling Cloth']",,"['Lesser Spirit-Caller Snail', 'Direwolf', 'Inaba, Disciple of Okina']",['Godskin Apostle and Godskin Noble'],"A cave found by the Freezing Lake, heavily battered by the elements. Said to be home to strange creatures to call forth spirits to their aid.",0
257,Stargazers' Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stargazers_ruins_locations_elden_ring_wiki_guide.jpg,Mountaintops of the Giants,"['Fire Blossom', 'Nascent Butterfly', 'Freezing Grease', 'Primal Glintstone Blade']",,['Giant Bat'],,A set of ruins found in central Mountaintops of the Giants. The plateau it is sitting on is located between two bridges.,0
258,Zamor Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/zamor-ruins-location-elden-ring-wiki-guide-300px-min-min-min-min.jpeg,Mountaintops of the Giants,"['Nascent Butterfly', 'Fire Blossom', 'Invigorating Cured Meat', 'Zamor Ice Storm (Spell)', ""Smithing-Stone Miner's Bell Bearing [3]""]",,['Knight of Zamor'],,"The ancient town of Zamor, now fallen to ruin. The order of knights still roam the snow-capped streets.",0
259,Albinauric Rise,http://eldenring.wiki.fextralife.com/file/Elden-Ring/albinauric_rise-location-elden-ring-wiki-guide-300px-min-min-min-min-min.jpeg,Consecrated Snowfield,['Graven-Mass Talisman'],,['Fanged Imp'],,A lone Rise overlooking the narrow channel of the frozen river. The puzzle requires one to allow Imps to do battle against one another.,0
260,Apostate Derelict,http://eldenring.wiki.fextralife.com/file/Elden-Ring/apostate_derelict_locations_elden_ring_wiki_guide.jpg,Consecrated Snowfield,"['4x Rimed Crystal Bud', ""12x Trina's Lily"", '3x Rimed Rowa', 'Somber Smithing Stone [9]', 'Silver Mirrorshield']","[""Latenna's""]",['Wandering Mausoleum'],['Death Rite Bird'],A ruined church lying in the frozen north-westof the Consecrated Grounds,0
261,Cave of the Forlorn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cave-of-the-forlorn-location-elden-ring-wiki-guide-300px-min-min-min-min-min.jpeg,Consecrated Snowfield,"['Crystal Dart', 'Freezing Grease', 'Golden Rune (7)', ""Hero's Rune (2)"", ""Miquella's Lily"", 'Golden Order Greatsword']",,['Misbegotten'],['Misbegotten Crusader'],"A cave system in the Consecrated Snowfield, serving as a sanctuary for Misbegotten. Their greatest warrior holds a legendary relic of the Golden Order",0
262,Consecrated Snowfield Catacombs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/consecrated-snowfield-catacombs-location-elden-ring-wiki-guide.jpg,Consecrated Snowfield,"['Rejuvenating Boluses', 'Root Resin', 'Grave Violet', 'Golden Rune (12)', 'Grave Glovewort (8)', 'Grave Glovewort (9)', 'Ghost Glovewort (9)', 'Great Grave Glovewort', 'Imp Head (Elder)', 'Rotten Gravekeeper Cloak']",,"['Imp', 'Lesser Burial Watchdog', 'Lesser Cleanrot Knight']",['Putrid Grave Warden Duelist'],"The Catacombs of the fields leading to Miquella's Haligtree hide powerful secrets, but are zealously guarded.",0
263,Elphael Brace of the Haligtree,http://eldenring.wiki.fextralife.com/file/Monster-Hunter-World/thumbnails/mhws.png,Legacy Dungeons,"['Dragoncrest Greatshield Talisman', ""Marika's Soreseal"", 'Golden Rune (10)', 'Golden Rune (12)', 'Golden Rune (13)', ""Hero's Rune (5)"", 'Holy Grease', 'Immunizing White Cured Meat', 'Lightning Greatbolt', ""Lord's Rune"", ""Numen's Rune"", 'Pickled Turtle Neck', 'Rot Grease', 'Spiritflame Arrow', 'Warming Stone', ""Miquellan Knight's Sword"", 'Rotten Crystal Sword', 'Rotten Staff', 'Haligtree Knight Helm', ""Traveler's Clothes"", ""Traveler's Manchettes"", ""Traveler's Boots"", 'Triple Rings of Light', 'Ghost Glovewort (7)', 'Ghost Glovewort (8)', 'Ghost Glovewort (9)', 'Golden Seed', 'Great Grave Glovewort', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Smithing Stone (8)', 'Somber Ancient Dragon Smithing Stone', 'Somber Smithing Stone (9)', 'Cleanrot Helm', 'Rotten Crystal Spear', 'Brass Shield', 'Haligtree Crest Surcoat', 'Haligtree Gauntlets', 'Haligtree Greaves', 'Haligtree Helm', ""Lordsworn's Bolt"", 'Ghost Glovewort (9)', 'Aeonian Butterfly', 'Arteria Leaf', 'Cleanrot Knight Finlay Ashes', ""Ghost-Glovewort Picker's Bell Bearing (3)"", 'Haligtree Soldier Ashes', ""Miquella's Lily"", 'Nascent Butterfly', 'Seedbed Curse']",['Millicent'],"['Haligtree Knight', 'Haligtree Soldier', 'Lesser Cleanrot Knight', 'Lesser Crystalian', 'Lesser Kindred of Rot', 'Putrid Avatar', 'Revenant', 'Ulcerated Tree Spirit']","['Malenia, Blade of Miquella']","A Legacy Dungeon in Elden Ring. Elphael, Brace of the Haligtree is a big castle that constitutes the second part of Miquella's Haligtree dungeon.",0
264,Hidden Path to the Haligtree,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hidden_path_to_the_haligtree_locations_elden_ring_wiki_300px.jpg,Consecrated Snowfield,"['Warming Stone', 'Freezing Grease', 'Grave Glovewort [9]', 'Silver Scarab', 'Spelldrake Talisman +2', 'Blackflame Monk Amon Ashes', 'Deathroot']",,"['Giant Land Octopus', 'Land Octopus', 'Vulgar Militiamen']",['Stray Mimic Tear'],"The secret passage leading to the Haligtree has been overrun by the Vulgar Militia, seeking to ambush any who try to cross.",0
265,Minor Erdtree (Consecrated Snowfield),http://eldenring.wiki.fextralife.com/file/Elden-Ring/minor-erdtree-snowfield-location-elden-ring-wiki-guide-300px-min-min-min.jpeg,Consecrated Snowfield,"['Arteria Leaf', 'Rimed Crystal Bud', 'Rimed Rowa', 'Tarnished Golden Sunflower', ""Trina's Lily"", 'Warming Stone', 'Thorny Cracked Tear', 'Ruptured Crystal Tear']",,"['Guardian', 'Teardrop Scarab']",['Putrid Avatar'],"A Minor Erdtree enveloped in corruption, standing in the blizzards of the Consecrated Snowfield.",0
266,Miquella's Haligtree,http://eldenring.wiki.fextralife.com/file/Monster-Hunter-World/thumbnails/mhws.png,Legacy Dungeons,"['Pearldrake Talisman +2', 'Viridian Amber Medallion +2', 'Dappled Cured Meat', 'Fire Grease', 'Flaming Bolt', 'Golden Rune (10)', 'Golden Rune (12)', 'Golden Rune (13)', ""Hero's Rune (4)"", ""Numen's Rune"", 'Preserving Boluses', 'Rot Grease', 'Warming Stones', 'Envoy Crown', 'Aeonian Butterfly', 'Ancient Dragon Smithing Stone', 'Lost Ashes of War', 'Sacramental Bud', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Smithing Stone (8)', 'Somber Smithing Stone (8)', 'Somber Smithing Stone (9)', 'Iron Cleaver', 'Iron Greatsword', 'Grave Glovewort (1)', 'Somber Smithing Stone (7)', ""Loretta's Mastery"", ""Loretta's War Sickle"", ""Envoy's Greathorn"", 'Prattling Pate ""My Beloved""', 'Stonesword Key']",,"['Battlemage', 'Giant Ant', 'Giant Miranda Sprout', 'Lesser Spirit-Caller Snail', 'Misbegotten', 'Oracle Envoy', 'Large Oracle Envoy ', 'Giant Oracle Envoy', 'Miranda Sprout', 'Putrid Corpse', 'Teardrop Scarab']","['Loretta, Knight of the Haligtree']",A Legacy Dungeon in Elden Ring. Miquella's Haligtree is found far to the north of the Consecrated Snowfield and the entire Lands Between.,0
267,"Ordina, Liturgical Town","http://eldenring.wiki.fextralife.com/file/Elden-Ring/ordina,_liturgical_town_elden_ring_wiki_guide_300px.jpg",Consecrated Snowfield,"['Nascent Butterfly', 'Freezing Grease', 'Golden Rune (10)', 'Invigorating Cured Meat', 'Ghost Glovewort (9)', 'Black Knife Hood', 'Black Knife Armor', 'Black Knife Gauntlets', 'Black Knife Greaves']",,"['Albinauric Wolfback Archer', 'Lesser Black Knife Assassin']",,"A long abandoned town in the snowfield. If one wishes to open the gate, they must enter the evergaol and light three statues in order to proceed.",0
268,Yelough Anix Ruins,http://eldenring.wiki.fextralife.com/file/Elden-Ring/yelough_anix_ruins-location-elden-ring-wiki-guide-300px-min.jpeg,Consecrated Snowfield,"['Eye of Yelough', 'Golden Rune (13)', 'Rimed Rowa', 'Yellow Ember', 'Unendurable Frenzy', 'Stonesword Key']",,"['Giant Rat', 'Rat', 'Troll']",,A set of ruins found west in the snowfield. Its inhabitants have been afflicted by frenzy.,0
269,Yelough Anix Tunnel,http://eldenring.wiki.fextralife.com/file/Elden-Ring/yelough-anix-tunnel-location-elden-ring-wiki-guide.jpg,Consecrated Snowfield,"['Explosive Stone Clump', 'Freezing Grease', ""Hero's Rune (5)"", 'Golden Rune (10)', 'Rune Arc', 'Ancient Dragon Smithing Stone', 'Smithing Stone (8)', 'Somber Smithing Stone (8)', 'Somber Smithing Stone (9)', 'Meteorite of Astel', 'Alabaster Lord’s Sword']",,"['Lesser Alabaster Lord', 'Miner', 'Onyx Lord']","['Astel, Stars of Darkness']",An icy tunnel on the southern edge of the Yelough Anix Ruins. It is home to many extra-terrestrial beings that came from the stars.,0
270,Ainsel River,http://eldenring.wiki.fextralife.com/file/Elden-Ring/95b56d97-cb83-4ef1-869e-a639449252c9.png,Underground,"['Aeonian Butterfly', 'Formic Rock', 'Nascent Butterfly', 'Silver Firefly', 'Silver Tear Husk', 'Ghost Glovewort (1)', 'Ghost Glovewort (2)', 'Ghost Glovewort (6)', 'Ghost Glovewort (7)', 'Ghost Glovewort (8)', 'Great Ghost Glovewort', 'Smithing Stone (1)', 'Smithing Stone (2)', 'Smithing Stone (3)', 'Smithing Stone (4)', 'Smithing Stone (6)', 'Somber Smithing Stone (6)', 'Somber Smithing Stone (7)', ""Ant's Skull Plate"", 'Frozen Lightning Spear', 'Immunizing Horn Charm', 'Moon of Nokstella', 'Wing of Astel', 'Archer Ashes', 'Celestial Dew', ""Ghost-Glovewort Picker's Bell Bearing (2)"", 'Miniature Ranni', 'Nightmaiden &amp; Swordstress Puppets', 'Stonesword Key']",['Hermit Merchant Ainsel River'],"['Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link', 'Map Link']","['Ainsel River Main', 'Nokstella, Eternal City', 'Uhl Palace Ruins']","Ainsel River Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
271,Ainsel River Main,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ainsel-river-main-elden-ring-wiki-guide-300px-min-min.jpeg,Underground,"['Golden Rune (7)', 'Golden Rune (10)', 'Human Bone Shard', 'Shield Grease', 'Stimulating Boluses', 'Ghost Glovewort (6)', 'Ghost Glovewort (7)', 'Grave Glovewort (6)', 'Smithing Stone (4)', 'Clayman Ashes', 'Miniature Ranni', 'Stonesword Key']",,"['Clayman', 'Giant Miranda Sprout', 'Malformed Star', 'Starcaller']",,"Ainsel River Main Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
272,Deeproot Depths,http://eldenring.wiki.fextralife.com/file/Elden-Ring/view-deeproot-depths-01-elden-ring-wiki-600px.jpg,Underground,"['Dewkissed Herba', 'Golden Centipede', 'Golden Rune (6)', 'Golden Rune (8)', 'Golden Rune (9)', 'Human Bone Shard', 'Melted Mushroom', 'Nascent Butterfly', ""Numen's Rune"", 'Rune Arc', 'Warming Stone', 'Lightning Greatbolt', 'Ghost Glovewort (4)', 'Ghost Glovewort (5)', 'Ghost Glovewort (6)', 'Ghost Glovewort (7)', 'Smithing Stone (4)', 'Smithing Stone (6)', 'Somber Smithing Stone (6)', 'Somber Smithing Stone (7)', ' Clarifying Boluses', ' Clarifying Boluses', "" Prince of Death's Staff"", "" Prince of Death's Staff"", ""Silurias's Tree"", 'Staff of the Avatar', 'Crucible Tree Set', 'Crucible Tree Set', ""Prince of Death's Cyst"", ""Prince of Death's Cyst"", 'Elden Stars', 'Elden Stars', 'Mausoleum Soldier Ashes', 'Mausoleum Soldier Ashes', 'Stonesword Key', 'Stonesword Key', 'Ash of War: Golden Land', 'Ash of War: Vacuum Slice']","[""D's Twin Brother"", 'Fia', 'Finger Reader Crone']","['Elden Ring Map here', 'Elden Ring Map here', 'Elden Ring Map here', 'Elden Ring Map here', 'Elden Ring Map here', 'Elden Ring Map here']",['Walking Mausoleum'],"Deeproot Depths Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
273,Frenzied Flame Proscription,http://eldenring.wiki.fextralife.com/file/Elden-Ring/frenzied-flame-proscription.png,Underground,"['Rune Arc', 'Golden Rune (11)', 'Yellow Ember', 'Eye of Yelough', 'Frenzied Flame Seal', ""Nomadic Merchant's Set"", 'Fingerprint Stone Shield', 'Inescapable Frenzy']","['Hyetta', 'Three Fingers']",['Nomad'],,"Half-buried catacombs, deep in the earth below Leyndell. The audience-chamber of the Three Fingers.",0
274,Grand Cloister,http://eldenring.wiki.fextralife.com/file/Elden-Ring/grand_cloister_locations_elden_ring_wiki_300px.jpg,Underground,"['Dewkissed Herba', 'Faded Erdleaf Flower', 'Golden Centipede', 'Nascent Butterfly', 'Smoldering Butterfly', 'Ghost Glovewort (9)', 'Golden Seed', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Fan Daggers', 'Golden Rune (10)', ""Scorpion's Stinger"", 'Remembrance of the Naturalborn']",,"['Lesser Kindred of Rot', 'Putrid Tree Spirit']","['Astel, Naturalborn of the Void']",The Grand Cloister at the Lake of Rot.,0
275,Hallowhorn Grounds,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hallowhorn-grounds-siofra-river-locations-elden-ring-wiki-guide-300px.jpg,Underground,"['Dewkissed Herba', 'Melted Mushroom', 'Ghost Glovewort (2)', 'Horn Bow', 'Map (Siofra River)', 'Ancestral Follower Ashes']",,"['Ancestral Follower', 'Deer', 'Clayman']","['Ancestor Spirit', 'Regal Ancestor Spirit']",An overgrown temple ruin occupied solely by a giant deer carcass.,0
276,Lake of Rot,http://eldenring.wiki.fextralife.com/file/Elden-Ring/lake-of-rot-a-locations-elden-ring-wiki-guide-300px.jpg,Underground,"['Aeonian Butterfly', 'Dewkissed Herba', 'Faded Erdleaf Flower', 'Golden Centipede', 'Smoldering Butterfly', 'Black-Key Bolt', 'Golden Seed', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Somber Smithing Stone (6)', 'Somber Smithing Stone (7)', 'Somber Smithing Stone (8)', 'Somber Smithing Stone (9)', ""Alabaster Lord's Sword"", 'Dragonscale Blade', 'Fan Daggers', 'Golden Rune (7)', 'Golden Rune (10)', 'Immunizing Horn Charm +1', 'Lightningproof Dried Liver', 'Mushroom Crown', 'Preserving Boluses', ""Scorpion's Stinger"", 'Warming Stone', ""Nomadic Warrior's Cookbook (22)"", 'Remembrance of the Naturalborn']",,"['Alabaster Lord', 'Ancestral Follower', 'Basilisk', 'Lesser Kindred of Rot', 'Ulcerated Tree Spirit']","['Astel, Naturalborn of the Void', 'Dragonkin Soldier']","Lake of Rot Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
277,Mohgwyn Palace,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mohgwyn-palace-location-elden-ring-wiki-guide.jpg,Underground,"['Arteria Leaf', 'Bloodrose', 'Blood-Tainted Excrement', 'Dewkissed Herba', 'Formic Rock', 'Melted Mushroom', 'Nascent Butterfly', ""Numen's Rune"", 'Sacramental Bud', 'Ghost Glovewort (8)', 'Golden Seed', 'Grave Glovewort (9)', 'Smithing Stone (6)', 'Smithing Stone (7)', 'Smithing Stone (8)', 'Somber Ancient Dragon Smithing Stone', 'Somber Smithing Stone (9)', 'Ash of War: Blood Tax', 'Clarifying Boluses', 'Golden Rune (11)', 'Golden Rune (12)', 'Golden Rune (13)', ""Hero's Rune (4)"", ""Lord's Rune"", 'Haligdrake Talisman +2', 'Rune Arc', 'Swarm of Flies', ""Nomadic Warrior's Cookbook (24)""]","['Elden Ring Map Link', 'Needle Knight Leda']","['Albinauric', 'Giant Crow', 'Nameless White Mask', 'Putrid Corpse', 'Blistered Stray', 'Sanguine Noble']","['Mohg, Lord of Blood']","Mohgwyn Palace Map & FragmentsSites of Grace & Sub-LocationsAll NPCs & MerchantsAll Items, Equipment & MagicAll Enemies & Bosses",0
278,Mohgwyn Dynasty Mausoleum,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mohgwyn_dynasty_mausoleum_locations_elden_ring_wiki_guide.jpg,Underground,"[""Numen's Rune"", 'Beast Blood', 'Stanching Boluses', 'Dewkissed Herba', 'Bloodrose', 'Golden Rune (13)', ""Lord's Rune"", 'Smithing Stone (7)', 'Smithing Stone (8)', 'Ghost Glovewort (9)', 'Great Ghost Glovewort', 'Somber Ancient Dragon Smithing Stone', ""Mohg's Great Rune"", ""Mohg's Great Rune"", 'Remembrance of the Blood Lord', 'Stonesword Key', ' Ash of War: Blood Tax', ' Ash of War: Blood Tax']",['Imprisoned Merchant'],"['Albinauric', 'Putrid Corpse', 'Sanguine Noble']","['Mohg, Lord of Blood']",A large mausoleum nestled in the western cliffs of Mohgwyn Palace.,0
279,Night's Sacred Ground,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nights-sacred-ground-locations-elden-ring-wiki-guide-300px.jpg,Underground,"['Nascent Butterfly', 'Great Ghost Glovewort', 'Smithing Stone (3)', 'Nox Flowing Hammer', 'Black Whetblade', 'Celestial Dew', 'Fingerslayer Blade', 'Larval Tear', 'Mimic Tear Ashes']",,"['Silver Tear', 'Silver Sphere', 'Nox Swordstress', 'Night Maiden']",,"A quiet holy site left in ruins in Nokron, Eternal City.",0
